RoadCategory,LinkLength_km,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,AllMotorVehicles
PU,0.6,1242,9625,1029,2644,14961
PU,0.3,1007,7802,1653,1968,12799
PU,0.7,381,5507,466,1504,8095
PU,1.5,853,16907,450,3748,22698
PU,1.7,158,14057,331,1569,16368
TM,8.5,493,101376,230,27619,150674
PU,3.3,274,18493,194,2051,21861
PU,0.5,2501,69702,1003,16086,94505
PU,0.7,747,27290,1047,4104,33762
TM,3,987,164892,682,31219,213726
PU,0.4,610,2623,541,757,4932
PU,0.4,1448,9137,976,2016,14130
PU,1.5,82,14898,37,1469,16785
PU,0.8,687,13130,549,3264,18268
PU,0.1,1100,26726,918,5558,34887
PU,0.3,852,19109,635,4564,26311
PU,0.5,696,11717,211,2390,15527
PU,0.3,1098,12571,1129,3152,18307
PU,0.4,409,16608,45,2539,20083
PU,0.3,174,18309,537,2141,21460
PU,2.1,1210,16853,503,4086,23535
PU,0.4,849,9323,47,1945,12417
PU,0.5,2952,15117,4975,4505,28159
PU,0.2,347,2324,16,658,3417
PU,0.2,236,2858,51,678,4059
PU,0.3,2876,21423,614,3856,30025
PU,0.4,509,5689,113,1101,7750
PU,0.4,406,7894,641,1662,10948
PU,0.2,132,2903,861,617,4730
PU,0.3,826,7179,137,1885,10497
PU,0.4,869,8313,249,1419,11139
PU,0.3,418,2544,720,619,4405
PU,0.1,1877,25614,1766,4945,35448
PU,1.9,533,16972,339,2968,21093
PU,0.6,245,27033,149,3816,31739
PU,0.3,356,8051,633,1733,11080
PU,0.2,600,3126,61,882,4919
PU,0.5,292,11061,826,1505,14050
PU,0.2,503,26768,481,3548,31833
PU,0.1,1134,17198,508,2805,22134
PU,0.9,141,13432,345,1553,15698
PU,0.4,932,10535,1749,2972,16981
PU,0.3,432,9448,882,1802,13366
PU,0.3,462,14976,502,2458,19041
PU,0.1,554,7217,538,2100,10805
PU,0.5,179,16105,59,2274,19266
PU,0.1,2023,27609,1904,5330,38208
PU,0.4,1115,11008,1858,2306,16995
PU,0.4,3173,59481,1388,8508,74395
PU,0.1,1414,19294,1331,3725,26701
PU,0.1,2797,12729,1645,3861,21949
PU,0.2,1540,16770,900,4008,24156
PU,0.3,637,4087,434,1211,6757
PU,0.7,262,15604,129,3071,19310
PU,0.2,595,9017,14,1583,11262
PU,0.1,1177,17625,1789,4022,25619
PU,0.2,743,8899,154,1128,11175
PU,0.3,426,20814,227,3277,25101
PU,0.1,756,12998,260,2695,17570
PU,0.2,1715,12738,1717,2706,19959
PU,0.5,2119,17994,912,6155,27984
PU,1.5,172,13734,385,1797,16470
PU,1.7,519,16057,1083,2604,20860
PU,0.3,251,14945,359,2041,17870
PU,3.4,351,11346,207,1748,13971
PU,0.1,943,9889,1736,2114,15187
PU,0.2,405,17147,394,2586,21006
PU,0.9,354,11030,414,1846,14092
PU,0.1,2273,19614,1928,4765,29435
PU,0.3,158,10036,217,1402,12406
PU,1.9,1111,100498,331,17870,128460
PU,2.9,372,24729,562,3180,29607
PU,0.1,1682,21067,1440,4677,29984
PU,0.6,375,32407,714,3621,37626
PU,0.3,390,18200,324,2113,21548
PU,0.7,2677,11509,1712,2670,19412
PU,0.4,503,6244,268,1057,8346
PU,1,448,23278,3467,3383,30993
PU,0.2,581,15070,403,1868,18411
PU,1.7,61,12444,542,1459,14737
PU,0.2,95,6424,269,662,7739
PU,0.7,615,20963,409,7159,31410
PU,0.8,383,13167,952,1713,16537
PU,1.3,309,14598,353,1972,17484
PU,1.1,559,17046,1344,2972,23559
PU,1.7,143,9097,391,882,10675
PU,2.8,184,5308,903,643,7156
PU,0.6,88,11113,731,1217,13386
PU,0.4,858,7397,501,1133,10259
PU,2.2,878,25483,2803,3394,33312
PU,1.9,3353,26974,1098,8803,43509
TM,0.6,314,22279,102,5391,29042
TM,1.6,264,55129,1033,3258,60514
PU,0.5,2229,12504,3497,3051,21816
PU,1.1,2106,21669,1340,3502,29404
PR,1.5,972,42826,247,9146,57096
PU,0.2,4662,21215,2742,6434,36582
PU,0.4,1206,11488,420,3057,16462
PU,0.2,1169,21638,1109,3518,28227
PU,1.7,1330,19923,522,2852,25373
PU,2.1,2392,89372,698,17545,112555
PU,1.1,3196,73818,1041,13552,93748
PU,1.3,953,31435,425,5730,39582
PU,1.2,303,17166,1067,1742,20742
PU,0.5,396,23494,1048,1728,27071
PU,0.2,2003,32824,2680,5443,44104
PU,0.3,1003,28518,2010,3387,35601
PU,0.2,1427,7838,2318,1802,14129
PU,4.9,908,47893,542,6808,57862
PU,1.3,805,10291,822,2013,14788
PU,0.4,1658,28043,3550,4329,38561
PU,0.2,595,28071,930,3595,33654
PU,0.4,974,15951,4057,3394,24991
PU,2.9,531,19527,342,9737,33206
PU,1,2409,21140,631,4473,29640
PU,0.4,734,15866,705,3476,21939
PU,3.1,331,37580,395,5146,45218
PU,0.2,313,7167,3868,510,12073
PU,1.3,1599,24781,1721,2896,31568
PU,1.2,2737,66070,1169,14463,88510
PU,1.3,1955,78182,705,14012,99786
PU,2.4,411,27152,678,3183,32591
PU,0.5,1027,27904,615,5068,35736
PU,0.2,617,8011,1357,937,11269
PU,2.4,2123,80166,614,16252,104217
PU,0.9,272,5736,374,1405,8007
PU,0.5,750,14091,866,1872,17945
PU,0.4,565,28071,321,3474,33395
PU,0.8,545,8493,549,1575,11640
PU,0.8,1766,12352,2402,2997,19790
PU,0.7,626,6242,1265,1305,9769
PU,0.9,567,8901,415,1541,11918
PU,2.2,587,17112,1022,2897,22127
PU,0.8,453,11391,2210,1842,16325
PU,0.2,681,16680,1778,2784,22494
PU,1.4,197,15630,280,2087,18692
PU,0.4,297,16021,152,1563,18645
PU,1.6,197,8751,1363,1184,11735
PU,1.1,293,14814,904,1867,18028
PU,1.9,555,18267,402,3783,23504
PU,1,160,13401,101,1048,14885
PU,1.5,118,13029,262,906,14517
PU,2.1,158,12745,686,1173,14929
PU,1.5,147,11408,519,1061,13399
PU,3.7,168,19836,675,2185,23244
PU,1,1413,14644,935,2873,20614
PU,0.6,1223,10282,395,2101,14477
PU,0.3,1464,17345,2038,2829,24404
PU,0.2,876,12710,782,2736,17756
PU,0.5,374,9139,987,1155,11863
PU,0.8,312,17143,615,2341,21181
PU,0.7,1032,34288,252,6577,44156
PU,1.9,667,13948,509,2733,18704
PU,0.8,354,24293,2335,4905,32912
PU,0.8,341,5915,195,1742,8538
PU,1.4,101,8762,225,974,10145
PU,1.6,173,8680,300,1284,10570
PU,0.6,354,10866,1142,1832,14582
PU,0.4,133,7648,605,982,9467
PU,1,287,14930,419,2373,18283
PU,0.4,408,21849,923,2779,26455
PU,0.6,118,6997,219,1209,8943
PU,3.7,371,14290,412,2314,17583
PU,1.7,339,14937,536,1653,17961
PU,0.2,1096,13556,2826,2381,20510
PU,2,499,16385,880,2501,20788
PU,3.4,532,30350,301,4999,36987
PU,0.3,1969,21087,2366,3961,30120
PU,0.3,2538,41257,2146,5897,53752
PU,0.4,137,6680,43,658,7676
PU,0.5,187,14715,414,2352,17823
PU,0.5,319,11827,130,1835,14330
PU,2.8,81,13217,388,1312,15073
PU,1.1,209,17638,37,2644,20923
PU,2,460,13295,656,2702,17256
PU,0.2,738,20037,946,3107,26213
PU,2.7,180,10639,130,1655,12858
PU,0.6,141,5334,110,1091,6817
PU,0.2,1151,7363,779,1995,11697
PU,0.4,1279,13462,2057,2036,19035
PU,0.4,1489,12997,1258,2099,18227
PU,2.6,482,16119,448,2260,19720
PU,1.2,286,14223,198,1307,16167
PU,1.3,405,17147,394,2586,21006
PU,2.2,402,12523,439,1960,15536
PU,1.2,653,32634,1065,4948,41154
PU,1.9,535,23321,538,3754,29641
PU,0.6,892,25201,2544,4557,34674
PU,1.1,1024,16520,1611,2052,21801
PU,0.5,760,12843,901,1382,16155
PU,1.5,348,13867,467,1902,17118
PU,0.8,537,9250,121,1364,11536
PU,0.3,1395,14092,1605,3299,21141
PU,0.6,1478,15600,1147,2709,21693
PU,0.9,1288,6026,1470,1478,10702
PU,2.1,974,18272,766,2426,22811
PU,0.7,98,20746,404,2196,23754
PU,1.2,127,24526,382,2210,27642
PU,0.5,137,23283,735,2047,26624
PU,1.1,291,13890,1147,1834,17399
PU,0.4,545,8052,848,2018,12449
PU,1.1,1171,28671,230,6740,38439
PU,2.4,1712,64199,399,15531,87289
PU,1,1570,56149,294,12440,75343
PU,2,1454,94970,333,17814,122664
PU,0.6,116,12738,679,1961,16036
PU,1.1,79,15974,286,1817,18583
PU,2.1,278,16560,800,1908,19829
PU,4.7,139,15745,204,2341,18827
PU,4.3,762,12578,897,1851,16363
PU,0.6,816,12485,1074,2706,17790
PU,0.5,926,8911,741,1495,12779
PU,0.2,2336,15135,2719,3211,24001
PU,0.9,306,16527,650,1918,19682
PU,0.8,360,18430,400,2785,22467
PR,4.4,54,10337,140,1673,12551
PU,1.5,190,8284,427,1685,11018
PU,0.3,524,20811,796,2936,25945
PU,1.3,152,6656,846,1170,9333
PU,1.5,463,10515,839,1697,13874
PU,1.2,302,13785,283,2394,17232
PU,3.6,424,16427,238,1859,19585
PU,1.1,546,16105,513,3703,21513
PU,0.6,231,5449,398,1220,7718
PU,1.7,273,8630,513,1458,11155
PU,2.1,662,13582,1186,1823,17630
PU,0.4,121,5370,228,849,6799
PU,1.4,104,9775,461,785,11230
PU,0.4,1910,10958,531,2346,16290
PU,0.3,3994,30562,1428,7892,46094
PU,0.1,3152,14983,3250,4014,26161
PU,0.5,1643,13810,1391,3482,21190
PU,0.1,1775,22517,618,3422,29161
PU,0.8,2679,11214,697,3065,18429
PU,0.2,752,13346,1205,4096,20655
PU,0.6,1070,13295,1182,2294,18362
PU,1.3,863,9690,775,2096,13790
PU,0.2,864,17279,609,3182,22966
PU,0.2,808,9248,537,1575,12492
PU,1.1,147,11331,148,1804,14091
PU,0.3,489,9534,1140,1706,13546
PU,0.9,765,24858,1285,3256,31061
PU,1.7,750,16516,450,3426,21499
PU,0.2,2496,16543,3307,2987,26335
PU,0.2,1356,10237,1300,2120,15314
PU,1.1,129,3930,921,408,5486
PU,1.1,705,8711,1056,1478,12297
PU,0.9,639,11074,419,1601,13939
PU,0.3,2007,16493,809,3169,23291
PU,0.5,1863,12112,2614,2455,19682
PU,0.3,612,4510,1138,1184,7947
PU,0.3,589,3741,1474,1129,7143
PU,0.9,208,13811,231,1073,15544
PU,0.8,595,9017,14,1583,11262
TM,3.3,575,84880,142,22141,133518
PU,0.4,313,11454,2654,1427,16217
PU,1.2,551,10637,589,2232,14230
PU,0.7,638,15158,622,3764,20569
PU,1.2,800,14082,1487,2311,19252
PU,0.6,347,6315,688,1282,8930
PU,0.8,1228,13632,275,2354,18130
PU,0.1,607,6343,243,2014,9468
PU,0.4,1424,7785,2109,1730,13418
PU,0.4,2343,16878,439,4792,25477
PU,0.3,3733,13628,4250,3480,25657
PU,0.2,409,13273,757,3357,18310
PU,2.3,674,29383,565,4285,35657
PU,3.4,493,16505,357,3076,20840
PU,3.3,187,13637,244,2315,16563
PU,2.1,757,23926,510,4663,32039
PU,0.3,695,4966,968,1339,8192
PU,0.2,1175,12191,906,2867,17805
PU,1,649,11319,1040,2165,15556
PU,1,434,5600,1590,1004,9151
PU,0.2,367,9056,704,1294,11799
PU,0.4,795,16580,766,2692,21689
PU,0.2,596,17806,1010,2211,22089
PU,0.3,939,5541,315,1466,8597
PU,0.2,911,3808,59,856,5964
PU,0.3,1463,21180,1360,2997,28019
PU,0.2,407,4658,1,935,6132
PU,0.2,770,18169,2159,2861,24917
PU,0.3,578,16596,643,2927,21233
PU,0.6,726,8262,183,1413,10932
PU,0.6,204,9083,102,1454,11099
PU,0.3,2008,7361,3508,1700,15088
PU,0.3,1351,15249,938,3756,22521
PU,0.1,1290,14479,703,2567,19647
PU,0.2,789,15581,1462,3095,21281
PU,0.4,849,7821,137,2105,11319
PU,0.7,725,11544,1131,2077,15995
PU,0.9,2102,72926,321,14132,91780
PU,0.4,515,9404,759,2629,13699
PU,0.2,3519,25280,1342,8222,40422
PU,0.3,1406,5638,1596,1370,10410
PU,0.3,629,24384,1055,4564,31119
PU,0.1,1548,17110,634,3244,23333
PU,0.4,1007,8390,1867,1850,13577
PU,0.3,346,18898,1057,2882,24191
PU,0.3,1136,18681,4232,2863,27707
PU,0.8,359,22119,224,2912,26394
PU,0.3,97,8987,9,1189,10642
PU,0.5,2457,24658,2297,3626,33798
PU,0.3,800,3563,1399,975,7004
PU,0.8,198,8659,566,2131,11809
PU,0.3,226,17880,248,2055,20546
PU,0.2,542,4280,9,1165,6180
PU,0.3,1955,78182,705,14012,99786
PU,1.9,201,21301,195,2602,25206
PU,1.2,207,12590,417,2640,16513
PU,0.3,523,37159,1128,4907,44163
PU,0.1,1478,31615,1619,5666,41571
PU,0.3,1142,7564,2244,1505,12808
PU,1.4,220,19114,3347,3468,26825
PU,0.6,309,10158,327,1710,13284
PU,3.1,2219,55964,652,13487,76359
PU,1.2,1588,63312,930,14956,85244
PU,0.1,687,29108,694,4939,36741
PU,0.2,425,20595,290,2809,24966
PU,0.4,615,12943,500,2120,16688
PU,0.1,1534,13752,1481,2844,20462
PU,0.3,893,6229,61,1285,8766
PU,0.1,996,26055,702,3807,31977
PU,0.2,98,18884,270,2927,22788
PU,1.1,173,13073,166,1461,15199
PU,0.8,1391,76792,663,14185,98881
PU,0.1,1240,16925,1167,3267,23422
PU,0.9,46,7452,54,636,8252
PU,3.5,249,22894,652,2437,26755
PU,0.5,275,16106,390,2502,20337
PU,3.5,357,23977,590,4024,30045
PU,0.2,2058,24178,1847,6405,35526
PU,1.3,4687,49765,621,13115,72111
PU,2.3,422,23458,362,4574,31326
PU,2,1187,46851,499,8249,59772
PU,0.4,1405,19776,589,4551,28499
PU,0.2,4167,19131,4473,7178,36458
PU,0.2,1192,16392,847,3300,22393
PU,0.2,1252,27858,897,4423,35750
PU,1.6,3299,68812,930,10701,84974
PU,0.7,4818,43449,3670,5993,59645
PU,0.6,3525,74650,1153,14833,96477
PU,0.6,632,43166,398,5120,50437
PU,0.8,727,22154,1107,3291,28071
PU,0.9,1063,17307,1245,4386,24748
PU,0.6,829,21087,3103,1973,27533
PU,2.1,1110,11890,1629,2290,17704
PU,1.2,398,21955,467,2051,25183
PU,0.4,887,22812,1341,1918,27596
PU,3.9,427,31188,177,5215,38623
PR,3.5,1731,52177,100,14456,78276
PU,1.7,3965,85847,493,18198,114915
PU,2.1,1478,15432,1103,2376,21598
PU,1.3,1353,52421,255,10836,66360
PU,0.9,2006,11091,1694,2606,17909
PU,1.7,1837,12148,2693,3072,20286
PU,1,1753,15196,1087,2504,21317
PU,1.4,319,11366,451,1114,13625
PU,0.7,1287,19408,1693,1993,24887
PU,0.7,607,7508,1692,648,10669
PU,1.4,1706,20122,1628,3395,27522
PR,0.4,265,11659,122,1188,13461
PU,0.5,511,12187,1429,1457,15944
PU,0.7,649,10189,170,2368,13856
PU,0.6,433,28464,243,3157,32946
PU,0.4,373,11890,1960,1795,16666
PU,0.9,247,8638,3293,1249,13683
PU,1.5,149,9701,833,2020,13260
PU,0.6,311,10310,2522,1298,14782
PU,3,133,11898,449,2071,14852
PU,1.1,154,11514,913,1640,14675
PU,1.2,250,9297,416,1473,11760
PU,3.7,146,15057,404,1484,17462
PU,2.1,185,16643,190,1720,19037
PU,0.8,260,10831,841,2198,14559
PU,1,238,18754,1558,1392,22287
PU,1.6,463,21871,251,2316,25676
PU,1.3,169,8607,281,1163,11104
PU,0.3,338,25301,799,4017,30889
PU,0.7,246,14056,11,1421,16360
PU,0.3,533,13048,631,2363,17103
PU,1.1,2686,18837,2810,6265,31609
PU,0.8,1447,13672,1166,3646,20864
PU,0.9,713,10154,1484,1962,14765
PU,1.2,286,13828,426,2384,17503
PU,0.6,1022,28804,1975,4673,37300
PU,1.9,1125,24089,1345,3826,31172
PU,0.8,477,10237,855,3037,15041
PU,1.1,147,11002,780,1456,13513
PU,1.4,102,8312,404,1450,10438
PU,0.7,119,10470,165,1350,12168
PU,1.9,389,22571,912,3719,28397
PU,1.3,311,11816,244,2297,14928
PU,0.8,197,8048,438,1452,10566
PU,1.5,449,17342,270,3041,21336
PU,2.9,1006,16917,451,4040,23324
PU,1.9,471,12085,839,1431,15022
PU,1.5,397,13716,395,2053,17016
PU,1.3,2555,31099,968,6471,41899
PU,0.6,964,11075,882,2357,16046
PU,1.3,1459,16267,1520,2623,22545
PU,1.5,1199,20956,1256,4363,28368
PU,2.4,88,9653,349,962,11251
PU,1.8,334,21974,321,4111,27127
PU,0.6,419,21516,238,3786,26317
PU,1.1,125,8137,621,1175,10276
PU,0.5,308,13627,667,2100,16965
PU,0.9,186,14146,313,1902,16913
PU,2.7,437,15430,492,2730,19700
PU,1.3,310,15316,432,2270,18796
PU,0.8,186,11305,123,1918,13802
PU,0.8,617,16874,273,3178,21864
PU,0.3,534,12662,63,3498,17267
PU,0.4,338,13371,190,2878,17883
PU,0.8,146,8038,212,1373,10209
PU,0.6,695,21241,816,3402,26878
PU,0.6,652,14879,1338,2367,19441
PU,2.9,113,5590,177,374,6338
PU,2.2,506,11267,308,2044,14528
PU,0.5,1028,36015,1024,4638,43280
PU,3.7,475,14257,597,2057,17669
PU,0.7,179,7768,196,350,8618
PU,1.2,53,13514,271,1286,15478
PU,1.8,430,23604,479,3328,28620
PU,1.5,368,16899,452,1748,19934
PU,0.9,274,9667,251,835,11407
PU,1.3,458,11785,692,2435,15718
PU,1.9,1449,36869,327,6017,45465
PU,0.3,1079,12062,1696,2516,17817
PU,0.6,115,14791,295,2295,17824
PU,0.5,220,8999,1053,1199,11890
PU,2,666,11050,821,2138,15448
PU,1.6,996,57847,200,11387,74832
PU,1.1,339,9164,745,1943,12708
PU,0.4,129,10559,89,1363,12620
PU,1.3,260,19765,238,1710,22505
PU,0.1,3429,22655,2484,5747,35635
PU,0.4,5034,57290,2317,9569,76752
PU,2,222,15864,379,2278,18998
PU,0.8,1650,24943,1872,5182,35250
PU,0.7,1740,15605,1094,4471,23691
PU,0.5,240,13098,1054,1802,16455
PU,1,165,13404,274,1662,15698
PU,0.9,342,3729,22,816,5013
PU,0.3,301,10811,483,1278,13273
PU,0.4,298,13991,424,2321,17541
PU,1.4,701,17343,263,2854,21645
PU,1.7,175,14610,349,2129,17635
PU,3.5,176,11049,247,1631,13434
PU,4.1,129,10183,513,1441,12453
PU,2,192,14120,81,2108,17361
PU,1.3,394,21259,194,3152,26313
PU,1.2,343,15064,581,1703,17946
PU,0.2,683,7154,25,1940,10190
PU,0.3,102,7338,667,608,8819
PU,1.2,229,14558,110,2102,17329
PU,0.3,535,18113,514,3946,23643
PU,1.3,294,16831,448,1762,19514
PU,2.2,347,13003,231,1991,15780
PU,2.1,412,10363,675,2043,13786
PU,0.4,104,4545,15,628,5358
PU,2.6,342,14997,962,1970,18824
PU,1.2,191,13643,654,1545,16654
PU,0.5,148,16700,53,1812,20112
PU,0.6,137,12856,134,1463,15011
PU,0.7,1054,10229,665,3061,15707
PU,1.8,2344,13300,976,4209,21796
PU,0.6,2151,19965,184,4012,27088
PU,1.5,783,13072,695,2035,16965
PU,0.6,3183,20534,720,3801,29465
PU,1.2,2569,19874,247,5618,29786
PU,0.6,936,7769,931,1687,11610
PU,0.3,925,15400,152,2167,18887
PU,1.2,526,5131,595,775,7201
PU,0.7,1770,23053,901,5763,33400
PU,0.9,1081,12897,104,2091,16453
PU,0.1,339,6751,209,1578,9597
PU,0.6,527,15773,553,2313,19803
PU,2.3,321,22546,36,2499,26151
PU,4.1,295,26487,272,2521,30345
PU,0.4,726,11262,454,2036,14857
PU,1.3,608,7650,985,1260,10755
PU,1,665,22672,907,1912,26583
PU,1.3,204,12773,319,1079,14437
PU,0.7,259,12933,220,2224,16071
PU,0.4,489,6505,232,1141,8800
PU,0.4,821,8452,1121,1397,12051
PU,0.8,2519,14090,910,3254,21620
PU,0.8,864,18264,23,3182,22670
PU,0.6,1123,6127,945,1221,9790
TM,1.3,2175,66269,941,13958,86655
PU,1.6,417,24681,451,3987,31132
PU,0.9,626,26488,2492,4766,36116
PU,1.3,155,14363,291,1716,16842
PU,1,167,10589,555,1175,12716
PU,0.2,451,7369,2147,636,10754
PU,1,1258,17711,22,2333,21699
PU,1,387,8106,535,1301,10618
PU,0.6,199,17085,78,2630,20407
PU,0.3,2119,33822,2406,4437,44024
PU,0.3,943,13398,575,3615,19235
PU,0.4,144,9211,148,1016,10618
PU,1.2,1116,8058,1678,1393,12587
PU,0.9,3008,16849,400,4412,26135
PU,0.2,2312,7547,1944,2925,15231
PU,0.1,1070,13295,1182,2294,18362
PU,0.4,4160,65190,1197,10362,83574
PU,0.2,561,24998,1293,3586,30990
PU,2.6,241,11185,375,2013,13994
PU,0.9,1481,10473,190,1882,14663
PU,0.4,200,5755,449,801,7629
PU,0.2,813,13705,1631,2413,19013
PU,0.4,320,16919,628,2786,21473
PU,0.2,566,14108,69,1814,16812
PU,0.2,549,20496,935,3561,26117
PU,0.2,931,15707,940,3160,21344
PU,0.5,125,8884,657,993,10781
PU,0.1,1000,7541,580,2011,11493
PU,0.1,1650,14147,871,1798,18979
PU,0.9,338,20084,131,2784,23572
PU,0.3,800,14082,1487,2311,19252
PU,0.9,2068,15195,986,2411,21042
PU,0.5,2333,18894,1242,4479,27972
PU,0.2,972,10692,771,1819,14540
PU,0.2,510,7253,1179,1488,10704
PU,0.2,2278,20846,1297,7472,33439
PU,0.5,513,13696,1301,1991,18065
PU,0.2,919,6113,1765,1258,10450
PU,0.4,569,13320,1795,1866,17972
PU,0.3,376,15673,475,2376,19176
PU,1,3655,22566,1049,5113,33518
PU,0.2,3106,23067,3123,3958,34161
PU,0.5,283,18626,354,2066,21474
PU,0.2,2365,12018,1471,2831,20015
PU,0.2,208,13071,109,1586,15149
PU,2,1609,20807,397,3332,26749
PU,1.1,522,14550,1532,1007,17919
PU,0.2,1337,10103,1312,1600,14885
PU,0.7,521,16094,344,4040,21847
PU,0.2,2292,17449,1516,5168,27831
PU,0.2,1279,13462,2057,2036,19035
PU,0.3,1286,11217,427,2604,16044
PR,0.3,1641,69367,117,15043,88934
PU,1.1,3151,101792,738,16783,130044
PU,2.7,851,69859,243,16039,93392
PU,0.2,1957,21436,3847,4157,32140
PU,1.4,260,10348,299,1542,12475
PU,1.1,2567,57501,555,15012,79651
PU,0.4,1034,12928,814,3467,18905
PU,0.8,351,9822,187,1603,12199
PU,0.1,3294,20166,991,4833,30850
PU,0.1,2677,11509,1712,2670,19412
PU,0.4,140,3728,26,962,4889
PU,0.2,353,30317,1143,3087,35265
PU,0.5,686,30234,204,3664,35390
PU,0.2,543,19187,572,2552,23169
PU,0.3,436,18453,440,3131,23292
PU,1,958,28336,564,4978,35335
PU,0.1,285,21803,637,3362,26605
PU,1.6,176,15360,492,1692,18263
PU,1.8,742,50846,306,8350,62340
PU,0.5,75,7492,513,870,9174
PU,1.8,57,4313,529,365,5373
PU,0.5,3372,68342,781,13773,91602
PU,0.3,907,17987,1157,3256,24111
PU,4.5,424,16327,342,2908,20560
PU,1.3,208,6130,414,1287,8273
PU,1.9,440,19297,534,2139,24491
PU,1.9,685,43194,212,7354,53291
PU,1.7,368,10070,215,1905,13026
PU,0.9,3404,62543,462,13023,85670
PU,1.2,1525,105809,626,21836,137512
PU,0.8,1014,7590,617,2358,12199
PU,2,983,43097,155,7612,54072
PU,1,1966,14497,1228,3859,22659
PU,0.5,816,34832,271,6750,44795
PU,0.5,1401,17315,1227,3983,24851
PU,1,3126,20060,1834,3953,30187
PU,1.8,3429,16678,2342,3600,27259
PU,0.7,3406,26593,3210,5223,39838
PU,0.4,2364,12633,1333,2842,20361
PU,0.9,2519,53843,300,8485,66750
PU,0.3,2210,7973,1869,2296,14902
PU,1.6,2017,12552,1274,3462,19865
PU,0.4,1516,20716,1752,4673,29329
PU,1,1835,59050,418,11218,73851
PU,1.9,150,17379,983,1610,20745
PU,0.4,2613,23127,3276,3399,33188
PU,0.1,902,10613,1880,2351,16461
PU,1.4,143,11593,241,1037,13138
PU,2.1,711,8520,1222,2582,13767
PU,1,464,20667,342,2547,24399
PU,1.6,1442,15091,749,2900,20825
PU,0.7,1031,11983,1082,1618,16341
PU,3.5,628,33918,371,6922,44023
PU,1.9,1112,44195,422,6465,54011
PU,1.1,745,14442,612,2892,19375
PU,0.5,978,9235,1337,1718,13547
PU,1.5,220,13986,536,1761,16622
PU,0.5,1779,26655,1742,3784,35033
PU,2.8,399,19232,452,3338,24464
PU,2.7,352,21516,226,3889,27268
PU,1.1,201,20102,338,3800,25592
PU,0.7,587,11617,939,2523,16373
PU,0.8,332,24981,229,3750,30171
PR,1.4,300,29713,191,4408,35831
PU,0.4,359,2761,399,955,4653
PU,0.1,607,7508,1692,648,10669
PU,0.3,1356,18487,3687,2863,27022
PU,2.5,2961,55241,1067,12495,76364
PU,0.3,961,54682,630,8841,67172
PU,1.3,302,10328,836,2292,14254
PU,0.7,88,12760,673,1763,15700
PU,0.9,52,8495,58,857,9587
PU,1.5,49,6256,36,693,7137
PU,0.6,365,13103,1255,1982,17353
PU,0.1,1972,16406,880,4765,24986
PU,1.9,261,9811,1223,682,12129
PU,0.2,192,10739,234,1400,12854
PU,4.4,139,12626,268,1499,14882
PU,1.1,156,13345,904,2088,16582
PU,0.2,2543,30381,2007,7826,44147
PU,0.9,717,19712,165,2135,23335
PU,1.1,214,14177,21,2321,17215
PU,0.4,428,16985,636,1823,20353
PU,0.6,840,16831,44,2697,21164
PU,0.3,3316,17708,1033,4041,26829
PU,1.1,286,8884,200,1266,10902
PU,0.7,457,10846,553,1902,14015
PU,0.3,395,4516,4827,736,10755
PU,1.1,895,19323,300,4321,25559
PU,1.2,395,26955,195,5094,33324
PU,1.4,73,5845,154,952,7213
PU,0.9,846,16266,386,2248,20031
PU,1.2,554,12744,704,2290,16905
PU,1.5,203,18216,738,2430,22099
PU,2.8,280,12413,254,1171,14417
PU,0.3,296,7241,184,1641,9645
PU,0.9,968,38663,619,6474,47894
PU,0.4,201,25285,2697,2455,30914
PU,1,595,14294,743,1585,17592
PU,1.5,217,11244,420,1621,13821
PU,0.1,1116,11693,2262,2559,18470
PU,3.3,386,35367,87,5820,43074
PU,0.6,286,13792,544,1493,16313
PU,1.9,169,13377,733,1723,16133
PU,1.6,177,16409,1283,1844,20198
PU,3.8,176,15271,359,1730,17855
PU,1.3,615,13554,263,2595,17331
PU,2.5,185,16385,326,1645,19036
PU,0.6,619,33843,262,6767,43733
PU,0.2,861,22700,1536,3591,29068
PU,1.7,1062,25824,940,4881,34027
PU,0.2,123,4083,20,427,4757
PU,1.4,642,10057,611,1648,13388
PU,1.2,200,12428,198,1823,14905
PU,3.1,1260,41666,302,7029,51321
PU,1.3,1746,10122,880,2910,16097
PU,7.6,186,11485,412,2284,14776
PU,0.3,939,8839,1022,2186,13403
PU,0.7,226,11243,366,1639,13742
PU,0.3,590,28126,455,7885,37395
PU,1,1208,59168,443,13842,79283
PU,2.1,330,24090,408,4778,32593
PU,1.5,1208,12940,1425,2691,18834
PU,2,194,11635,152,1456,13659
PU,2.1,1136,8333,2447,1887,14084
PU,0.3,1099,8623,25,2403,12679
PU,1.1,354,11030,414,1846,14092
PU,1.2,195,13648,711,1536,16201
PU,1.9,479,13736,670,2899,18027
PU,0.5,742,22607,542,4066,29101
PU,0.4,107,8205,0,1087,9715
PU,0.6,936,11687,1311,2888,17370
PU,0.9,270,25210,578,2827,29506
PU,0.6,3346,46888,3279,7157,62493
PU,0.4,322,17828,195,3363,22173
PU,0.7,121,10884,506,1809,13466
PU,2,280,16190,93,3225,20773
PU,1.4,800,10017,613,1835,13690
PU,0.7,199,13933,939,1263,16564
PU,1.2,553,11250,1444,2633,16535
